LN_IC50,Gene Expression,Copy Number Alterations (CNA),Methylation,TARGET,TARGET_PATHWAY,DRUG_NAME_x,CELL_LINE_NAME,TCGA_DESC,"Cancer Type
(matching TCGA label)","GDSC
Tissue descriptor 1","GDSC
Tissue
descriptor 2",Screen Medium,Growth Properties
4.255335,1,1,1,29,9,171,170,3,3,1,6,0,0
0.130296,1,1,1,144,7,105,687,11,11,3,13,0,0
4.037633,1,1,1,116,16,176,159,3,3,1,6,1,0
2.96723,1,1,1,69,20,15,426,26,26,14,25,1,0
-1.593302,1,1,1,143,19,137,66,3,3,1,6,0,0
6.006064,1,1,1,11,10,228,481,19,19,6,26,1,0
3.396452,1,1,1,2,17,68,541,25,25,8,20,1,2
-1.170503,1,1,1,143,19,137,21,16,16,7,17,0,0
4.045745,1,1,1,63,9,230,501,16,16,7,17,0,0
3.884438,1,1,1,124,20,31,268,2,2,16,1,0,0
2.468669,1,1,1,41,2,175,388,3,3,1,6,0,0
4.099554,1,1,1,20,3,6,232,10,10,0,12,0,0
2.206268,1,1,1,8,17,17,437,21,21,12,28,0,0
4.15864,1,1,1,30,5,158,649,10,10,0,12,0,0
2.910134,1,1,1,18,7,145,498,17,17,7,19,1,0
3.50641,1,1,1,60,3,193,222,27,27,2,33,0,0
3.94169,1,1,1,158,17,173,5,2,2,16,1,0,0
-0.692433,1,1,1,177,2,140,548,12,12,5,4,1,2
2.357036,1,1,1,123,10,210,74,11,11,3,13,0,0
1.993349,1,1,1,103,9,184,261,27,27,2,33,1,0
2.272495,1,1,1,61,9,225,731,6,6,4,14,0,0
5.246606,1,1,1,118,17,99,484,16,16,7,17,0,0
-1.665871,1,1,1,25,1,152,433,21,21,12,28,0,0
6.722022,1,1,1,11,10,227,600,23,23,13,31,1,0
3.603636,1,1,1,32,5,16,230,23,23,13,31,0,0
3.504005,1,1,1,103,9,200,219,3,3,1,6,0,0
3.56378,1,1,1,69,20,167,274,15,15,2,16,0,0
5.271931,1,1,1,118,17,99,718,0,0,3,5,0,0
2.112186,1,1,1,67,4,100,27,1,1,5,3,1,2
5.735787,1,1,1,172,19,163,441,11,11,3,13,0,0
1.962326,1,1,1,137,4,101,616,12,12,5,4,0,2
3.906959,1,1,1,38,2,181,367,6,6,4,14,0,0
4.029413,1,1,1,164,22,242,784,26,26,14,25,1,0
4.758811,1,0,0,155,16,109,318,23,23,13,31,0,0
3.71429,1,1,1,48,7,162,516,19,19,6,26,1,0
4.936695,1,1,1,0,16,245,80,9,9,11,10,0,0
1.752514,1,1,1,168,23,172,193,1,1,5,22,1,2
1.06466,0,1,1,96,4,55,154,6,6,4,14,0,0
-1.412383,1,1,1,114,15,174,725,23,23,13,31,0,0
3.369099,1,1,1,61,9,192,399,3,3,1,6,0,0
5.001258,1,1,1,32,5,182,651,10,10,0,12,0,0
3.616735,1,1,1,64,11,85,317,23,23,13,31,1,0
4.682681,1,1,1,32,5,182,765,9,9,11,10,0,0
5.350874,1,1,1,81,14,4,267,25,25,8,20,1,2
4.349146,1,1,1,29,9,191,51,10,10,0,12,0,0
-4.030997,1,1,1,142,19,45,395,26,26,14,25,1,0
-0.577489,1,1,1,39,2,69,731,6,6,4,14,0,0
3.81161,1,1,1,22,1,232,79,23,23,13,31,1,0
6.34783,1,1,0,112,14,246,659,25,25,8,20,1,1
7.436631,1,1,1,112,14,246,693,6,6,4,14,1,2
5.633469,1,1,1,3,16,126,333,8,8,0,29,1,0
5.033268,1,1,1,81,14,4,125,22,22,16,30,0,0
-0.376391,1,1,1,110,18,183,446,16,16,7,17,0,0
3.39388,1,1,1,171,19,143,295,1,1,5,22,1,2
0.765666,1,1,1,52,4,194,81,6,6,4,14,1,0
-2.173529,1,1,1,165,7,196,344,11,11,3,13,0,0
6.265464,1,1,0,18,7,83,281,3,3,1,6,0,0
6.322327,1,1,1,79,19,49,424,23,23,13,31,1,0
2.49866,1,1,1,38,2,181,50,10,10,0,12,0,0
0.812415,1,1,1,109,18,216,638,1,1,5,15,1,2
-2.332924,1,1,1,113,15,234,450,25,25,8,20,1,2
4.249911,1,1,1,18,7,145,624,11,11,3,13,0,0
-1.959418,1,1,1,165,7,57,760,28,28,15,34,1,0
0.929827,1,1,1,51,10,150,299,13,13,5,8,1,2
5.993528,1,1,1,179,1,123,78,23,23,13,31,0,0
-1.208287,1,1,1,143,19,137,531,17,17,7,19,1,0
1.244903,1,1,1,61,9,192,720,6,6,4,14,0,0
2.235915,0,1,0,83,12,151,251,26,26,14,25,0,0
1.517377,1,1,1,166,7,147,80,9,9,11,10,0,0
4.079164,1,1,1,115,18,207,2,9,9,11,10,1,0
4.248371,1,1,1,164,22,144,236,6,6,4,14,0,0
2.218313,1,1,1,173,20,58,182,27,27,2,33,0,0
5.000384,1,1,1,125,17,203,469,16,16,7,17,1,0
5.004962,1,1,1,166,7,147,54,3,3,1,6,1,0
-1.160607,1,1,1,114,15,70,59,23,23,13,31,1,0
3.950644,1,1,1,90,17,117,140,9,9,11,10,1,0
4.106018,1,1,1,184,13,71,385,3,3,1,6,0,0
0.419382,1,1,1,132,18,48,693,6,6,4,14,1,2
0.818063,1,1,1,37,20,204,549,14,14,11,10,0,0
6.17815,1,1,0,171,19,143,717,25,25,8,20,0,0
5.377086,1,1,1,11,10,228,273,15,15,2,16,0,0
5.248482,1,1,1,139,16,98,475,16,16,7,17,1,0
1.619696,1,1,1,111,18,157,495,25,25,8,20,1,0
-4.997971,1,1,1,148,16,65,52,10,10,0,12,0,0
-3.639907,1,1,1,39,2,69,601,16,16,7,17,1,0
6.070765,1,1,1,18,7,83,577,22,22,16,30,0,0
3.092854,1,1,1,159,16,205,765,9,9,11,10,0,0
-4.060517,1,1,1,142,19,45,418,19,19,6,26,0,0
5.355332,1,1,1,32,5,182,34,3,3,1,6,1,0
1.492102,1,1,1,84,12,40,737,6,6,4,14,0,0
4.582554,1,1,1,87,17,112,420,25,25,8,20,1,2
-2.603003,1,1,1,37,20,204,93,6,6,4,14,1,2
2.849702,1,1,1,138,22,113,771,3,3,1,6,0,0
4.467983,1,1,1,41,2,185,614,23,23,13,31,1,0
3.915397,1,1,1,108,10,146,296,20,20,10,11,1,2
2.54996,1,1,1,64,11,85,451,16,16,7,17,1,0
2.291268,1,1,0,170,17,221,727,6,6,4,14,0,0
4.155464,1,1,1,115,18,207,543,25,25,8,20,0,0
-2.402839,1,0,1,79,19,136,721,11,11,3,13,0,0
0.352689,1,1,1,11,10,227,206,3,3,1,6,1,0
-0.471849,1,1,1,42,2,52,69,10,10,0,12,0,0
-4.890448,1,1,1,42,2,51,695,15,15,2,16,1,0
1.969972,1,1,1,93,17,10,697,15,15,2,16,1,0
4.102835,1,1,1,139,2,50,389,3,3,1,6,0,0
4.311108,1,1,1,91,17,188,472,16,16,7,17,0,0
2.846469,1,1,1,2,17,68,510,19,19,6,26,1,0
4.400788,1,1,1,0,16,245,36,28,28,15,34,1,0
3.877334,1,1,1,82,14,5,385,3,3,1,6,0,0
3.538782,1,1,1,71,7,180,279,10,10,0,12,1,0
3.728014,1,1,1,33,5,107,24,11,11,3,13,1,0
0.026008,1,1,1,75,3,236,87,21,21,12,28,1,2
1.143831,1,1,1,111,18,24,596,23,23,13,31,1,0
5.475971,1,1,1,83,12,151,358,9,9,11,10,0,0
5.364233,1,1,1,165,7,116,220,29,29,16,9,0,0
1.620896,1,1,1,63,9,230,574,10,10,0,12,0,0
0.749577,1,1,1,106,20,84,63,26,26,14,25,0,0
6.836522,1,1,1,84,12,40,791,3,3,1,6,1,0
7.190979,1,1,1,52,4,74,467,16,16,7,17,0,0
3.312503,1,1,1,33,5,107,509,25,25,8,20,1,2
3.067016,1,1,1,106,20,84,762,30,30,16,30,0,0
3.258759,1,1,1,78,3,165,604,10,10,0,12,1,0
0.429248,1,1,1,106,20,84,61,4,4,16,7,0,0
0.842488,0,1,1,54,8,14,196,25,25,8,20,1,0
4.506919,1,1,1,87,17,112,0,24,24,16,32,1,0
5.508709,1,1,1,94,13,119,463,16,16,7,17,1,0
6.727361,1,1,1,86,16,38,505,16,16,7,17,0,0
5.164641,1,1,1,4,18,8,94,25,25,8,20,1,0
2.078465,0,1,1,173,20,58,306,28,28,15,34,1,0
-1.680422,1,1,1,98,16,77,24,11,11,3,13,1,0
4.545593,1,1,1,20,3,33,224,15,15,2,16,0,0
1.168765,1,1,1,21,1,237,661,21,21,12,28,1,0
4.397958,1,1,1,105,20,60,461,25,25,8,20,0,2
5.2558,1,1,1,52,4,74,294,7,7,9,0,1,2
5.859587,1,1,1,48,7,162,141,25,25,8,20,0,0
1.334212,1,1,1,54,8,82,636,1,1,5,21,1,2
5.70116,1,1,1,101,1,222,760,28,28,15,34,1,0
4.051207,1,1,1,173,20,58,357,9,9,11,10,0,0
3.589843,1,1,1,7,18,27,265,19,19,6,26,0,0
7.091021,1,1,1,36,17,114,722,16,16,7,17,0,0
3.158908,1,1,1,164,22,238,22,11,11,3,13,0,0
-2.17177,0,1,0,165,7,196,382,3,3,1,6,0,0
4.539849,1,1,1,154,4,223,160,22,22,16,30,1,0
1.389681,1,1,1,7,18,27,27,1,1,5,3,1,2
4.460232,1,1,1,131,18,25,166,29,29,16,9,1,0
1.096907,1,1,1,55,8,26,233,27,27,2,33,0,2
3.986688,1,1,1,35,3,156,177,26,26,14,25,1,0
3.22284,1,1,1,18,7,145,131,14,14,11,10,0,0
2.540711,1,1,1,61,9,192,748,8,8,0,29,0,0
5.85942,1,1,1,123,10,231,64,15,15,2,16,0,0
4.030133,1,1,1,91,17,188,159,3,3,1,6,1,0
5.471757,1,1,1,72,4,224,728,22,22,16,30,0,0
3.920092,1,1,1,103,9,200,174,22,22,16,30,0,0
-1.006152,1,1,1,24,1,3,495,25,25,8,20,1,0
4.350321,1,1,1,121,17,239,266,25,25,8,20,1,1
2.593362,1,1,1,166,7,147,120,10,10,0,12,0,0
5.808088,1,1,1,179,1,123,596,23,23,13,31,1,0
4.598338,1,1,1,49,7,59,720,6,6,4,14,0,0
5.153609,1,1,1,61,9,192,173,28,28,15,34,0,0
5.23915,1,0,1,145,7,132,721,11,11,3,13,0,0
5.699474,1,1,1,123,10,160,220,29,29,16,9,0,0
-1.1056,1,1,1,105,20,60,476,16,16,7,17,1,0
5.757438,1,1,1,92,17,93,372,25,25,8,20,1,2
-5.735149,1,1,1,165,7,196,82,1,1,5,22,1,2
5.574163,1,1,1,171,19,143,525,16,16,7,17,1,0
0.257844,1,1,1,6,18,141,288,1,1,5,3,1,2
3.86801,1,1,1,103,9,219,207,3,3,1,6,1,2
3.604518,1,1,1,84,12,40,556,22,22,16,30,0,0
2.311669,1,1,1,113,15,234,729,4,4,16,7,0,0
-5.323692,1,1,1,148,16,65,146,7,7,9,0,1,2
2.439485,1,1,1,101,1,222,373,25,25,8,20,1,2
2.092571,1,1,1,7,18,226,328,12,12,5,15,1,2
-5.773934,1,1,1,114,15,70,120,10,10,0,12,0,0
2.661019,1,1,1,43,5,47,500,16,16,7,17,1,0
5.28473,1,1,1,94,13,119,59,23,23,13,31,1,0
1.507594,1,1,1,123,10,210,78,23,23,13,31,0,0
0.362416,1,1,1,55,8,26,153,10,10,0,12,0,0
6.273526,1,1,1,74,22,189,586,22,22,16,30,1,0
1.104409,1,1,1,8,17,17,46,11,11,3,13,0,0
2.67671,1,1,1,71,7,180,245,15,15,2,16,0,0
1.449354,0,1,1,102,23,155,41,7,7,9,0,1,2
5.640162,1,1,1,121,17,239,234,10,10,0,12,0,0
3.924089,1,1,1,90,17,117,341,20,20,10,27,1,2
-1.117476,1,1,1,70,17,134,218,6,6,4,14,1,0
4.501609,1,1,1,108,10,146,108,25,25,8,20,1,2
1.509672,1,1,1,130,18,87,525,16,16,7,17,1,0
-1.792138,0,1,1,117,14,67,483,25,25,8,20,0,2
1.722178,1,1,1,34,3,34,591,1,1,5,21,1,2
1.542991,1,1,1,67,4,100,562,7,7,9,0,0,2
3.948315,1,1,1,63,9,230,405,28,28,15,34,0,0
3.88681,1,1,1,82,14,5,277,22,22,16,30,0,0
1.438387,1,1,1,117,14,67,202,3,3,1,6,1,0
-2.220997,1,1,1,79,19,136,695,15,15,2,16,1,0
8.626586,1,1,1,89,16,177,549,14,14,11,10,0,0
5.936235,1,1,1,174,20,148,571,18,18,11,24,1,0
-0.300339,1,1,1,44,2,23,316,10,10,0,12,1,0
4.68965,1,1,1,162,16,130,601,16,16,7,17,1,0
2.91801,1,1,1,157,17,46,17,26,26,14,25,0,0
1.594482,1,1,1,155,16,109,705,7,7,9,0,1,2
5.296968,1,1,1,139,2,50,363,26,26,14,25,1,1
2.976972,1,1,1,22,1,232,320,23,23,13,31,0,0
1.522443,1,1,1,11,10,22,305,6,6,4,14,1,0
5.615263,1,1,1,179,1,123,180,14,14,11,10,0,0
0.112964,1,1,1,130,18,87,454,16,16,7,17,0,0
4.69492,1,1,1,164,22,238,313,17,17,7,19,0,0
3.565001,1,1,1,119,20,103,699,27,27,2,33,0,2
2.248666,1,1,1,34,3,34,47,28,28,15,34,0,0
4.619729,1,1,1,82,14,5,368,6,6,4,14,1,0
4.663946,1,1,1,115,18,207,417,12,12,5,4,1,2
6.110519,1,1,1,118,17,99,74,11,11,3,13,0,0
2.170671,1,1,1,11,10,227,152,18,18,11,24,0,0
1.120532,1,1,1,131,18,25,715,9,9,11,10,0,0
1.686167,1,1,1,18,7,145,529,25,25,8,20,0,1
3.419942,1,1,1,1,0,153,365,6,6,4,14,1,0
-1.885731,1,1,1,143,19,137,10,28,28,15,34,1,0
0.555809,1,1,1,52,4,194,689,29,29,16,9,0,0
4.21837,1,1,1,127,18,7,164,16,16,7,17,1,0
2.875215,1,1,1,106,20,84,97,8,8,0,29,1,0
3.344538,1,1,1,11,10,22,622,11,11,3,13,0,0
-1.538118,1,1,1,79,19,136,618,11,11,3,13,0,0
-5.145912,1,1,1,114,15,174,486,25,25,8,20,1,2
-5.232216,1,1,1,142,19,45,132,9,9,11,10,0,0
6.017479,1,1,1,89,16,177,583,22,22,16,30,1,0
2.589044,1,1,1,101,1,222,12,26,26,14,25,0,0
4.595418,1,1,1,146,6,72,182,27,27,2,33,0,0
4.906764,1,1,1,29,9,171,645,25,25,8,20,1,2
3.042889,1,1,1,172,19,163,295,1,1,5,22,1,2
2.919972,1,1,1,69,20,15,456,16,16,7,17,1,0
2.733396,1,1,1,102,23,202,459,25,25,8,20,1,0
-3.995697,1,1,1,28,1,201,53,3,3,1,6,0,0
-0.385531,1,1,1,84,12,40,706,7,7,9,0,1,2
4.926126,1,1,1,81,14,4,716,6,6,4,14,0,0
8.719034,1,1,1,181,16,248,577,22,22,16,30,0,0
1.872476,1,1,1,7,18,226,714,1,1,5,21,1,2
3.248877,1,1,1,2,17,68,534,25,25,8,20,1,2
1.062309,1,1,1,26,1,159,255,23,23,13,31,0,0
5.151229,1,1,1,87,17,112,714,1,1,5,21,1,2
3.320252,1,1,1,65,11,211,543,25,25,8,20,0,0
5.595712,1,1,1,101,1,20,401,23,23,13,31,0,0
1.92579,1,1,0,44,2,23,717,25,25,8,20,0,0
-5.392012,1,1,1,148,16,65,171,10,10,0,12,0,0
1.153779,1,1,1,44,2,23,700,6,6,4,14,1,0
5.114998,1,1,1,184,13,71,634,26,26,14,25,0,0
2.591358,1,1,1,86,16,38,213,6,6,4,14,1,0
4.642202,1,1,1,48,7,162,339,8,8,0,29,1,0
-1.713658,1,1,1,127,18,213,222,27,27,2,33,0,0
-2.688368,1,1,1,165,7,196,734,8,8,0,29,0,0
1.699448,1,1,1,101,1,222,295,1,1,5,22,1,2
2.517403,1,1,1,6,18,141,203,3,3,1,6,1,0
1.47975,1,1,1,79,19,212,794,14,14,11,10,0,0
1.347062,1,1,1,44,2,23,402,27,27,2,33,1,0
4.934614,1,1,1,85,12,110,447,16,16,7,17,0,1
-5.234689,1,1,1,113,15,234,326,13,13,5,8,1,2
4.828286,1,1,1,48,7,162,104,16,16,7,17,1,0
6.510514,1,1,0,179,1,123,228,16,16,7,17,1,0
5.39619,1,1,1,178,16,97,363,26,26,14,25,1,1
3.919486,1,1,1,83,12,151,313,17,17,7,19,0,0
5.168854,1,1,0,115,18,207,281,3,3,1,6,0,0
-4.768832,1,1,1,98,16,77,130,18,18,11,24,0,0
3.359629,1,1,1,125,17,203,20,11,11,3,13,0,0
-5.452795,1,1,0,117,14,67,659,25,25,8,20,1,1
2.485225,1,1,1,96,4,55,230,23,23,13,31,0,0
6.441311,1,1,1,102,23,155,254,23,23,13,31,1,0
4.497488,1,1,1,144,7,105,451,16,16,7,17,1,0
5.099483,1,1,1,156,16,235,463,16,16,7,17,1,0
2.887381,1,1,1,138,22,241,295,1,1,5,22,1,2
-3.580022,1,1,1,144,7,105,634,26,26,14,25,0,0
4.623208,0,1,0,153,18,168,778,11,11,3,13,1,0
-1.629433,1,1,1,129,18,66,393,13,13,5,8,1,2
1.075683,1,1,1,45,2,142,206,3,3,1,6,1,0
4.09421,1,1,1,32,5,182,44,30,30,7,18,0,0
3.736626,1,1,1,83,12,135,464,30,30,7,18,0,2
2.616232,1,1,1,126,14,95,389,3,3,1,6,0,0
2.055613,1,1,1,130,18,29,514,19,19,6,26,1,0
-2.796331,1,1,1,37,20,204,43,21,21,12,28,0,0
2.118021,1,1,1,105,20,60,136,9,9,11,10,0,0
-2.465598,1,1,1,166,7,147,301,21,21,12,28,1,0
6.578985,1,1,1,168,23,172,738,9,9,11,10,0,0
3.810211,1,1,1,64,11,85,712,23,23,13,31,1,0
3.489938,1,1,1,1,0,153,627,16,16,7,17,1,0
1.884382,1,1,1,164,22,9,784,26,26,14,25,1,0
5.251086,1,1,1,90,17,117,337,8,8,0,29,0,0
2.693136,1,0,1,61,9,192,272,15,15,2,16,0,0
2.894298,1,1,1,108,10,146,551,7,7,9,0,1,2
5.423828,1,1,1,134,18,56,143,25,25,8,20,0,0
3.034909,1,1,1,101,1,138,129,9,9,11,10,0,0
4.981204,1,1,1,123,10,154,437,21,21,12,28,0,0
2.818906,1,1,1,97,9,121,326,13,13,5,8,1,2
5.824128,1,1,1,3,16,126,237,2,2,16,1,0,0
5.148418,1,1,1,140,16,128,696,6,6,4,14,1,0
5.3626,1,1,1,32,5,182,623,11,11,3,13,0,0
6.454787,1,1,1,82,14,5,64,15,15,2,16,0,0
0.759241,1,1,1,6,18,141,26,1,1,5,22,1,2
4.247761,1,1,1,168,23,172,755,11,11,3,13,1,0
4.198086,1,1,1,100,4,89,526,16,16,7,17,1,0
3.473125,1,1,1,123,10,154,69,10,10,0,12,0,0
1.979116,1,1,1,107,6,35,472,16,16,7,17,0,0
3.996774,1,1,1,16,16,30,312,14,14,11,10,0,0
2.260733,1,1,1,91,17,118,71,10,10,0,12,0,0
3.132755,1,1,1,1,0,153,21,16,16,7,17,0,0
-0.355712,1,1,1,53,17,102,82,1,1,5,22,1,2
2.202551,1,1,1,88,16,179,384,3,3,1,6,0,0
9.43874,1,1,1,181,16,248,585,22,22,16,30,1,0
3.495623,1,1,1,38,2,181,197,16,16,7,17,1,0
5.392083,1,1,1,162,16,130,194,17,17,7,19,1,0
2.828062,1,1,1,5,18,115,694,15,15,2,16,1,0
3.166884,1,1,1,6,18,141,89,21,21,12,28,0,0
3.410839,1,1,1,22,1,232,783,26,26,14,25,1,0
4.897107,1,1,1,68,6,92,614,23,23,13,31,1,0
3.227033,1,1,1,130,18,29,236,6,6,4,14,0,0
5.835552,1,1,1,115,18,206,166,29,29,16,9,1,0
1.478993,1,1,1,122,6,164,260,20,20,10,27,1,2
6.685595,1,1,1,112,14,246,82,1,1,5,22,1,2
5.713635,1,1,1,35,3,156,167,17,17,7,19,1,0
4.034924,1,1,1,139,16,98,690,27,27,2,33,1,2
5.679495,1,1,1,47,19,133,397,29,29,16,9,0,0
5.125255,1,1,1,144,7,105,209,3,3,1,6,1,0
2.642288,0,1,0,84,12,90,423,1,1,5,15,1,2
0.069278,1,1,1,103,9,219,250,23,23,13,31,0,0
3.779915,1,1,1,123,10,160,71,10,10,0,12,0,0
7.411648,1,1,1,48,7,215,156,17,17,7,19,0,0
-0.505712,1,1,1,183,18,13,21,16,16,7,17,0,0
-1.563829,1,1,1,79,19,212,260,20,20,10,27,1,2
1.276243,1,1,1,170,17,221,627,16,16,7,17,1,0
3.612421,1,1,1,34,3,34,140,9,9,11,10,1,0
4.371718,1,1,1,164,22,238,535,25,25,8,20,1,2
-0.886373,1,1,1,23,1,197,116,7,7,9,0,1,2
0.561408,1,1,1,132,18,48,356,9,9,11,10,0,0
2.02101,1,1,1,119,20,103,300,1,1,5,22,1,2
6.776271,1,1,1,102,23,155,55,3,3,1,6,1,0
2.954347,1,1,1,126,14,95,392,4,4,16,7,0,0
5.072218,1,1,1,123,10,210,652,10,10,0,12,0,0
-3.09693,0,1,0,110,18,183,581,22,22,16,30,0,0
1.690603,1,1,1,7,18,27,492,17,17,7,19,1,0
-0.684647,1,1,1,70,17,134,472,16,16,7,17,0,0
1.931204,1,1,1,88,16,179,488,30,30,7,18,1,0
-0.607369,1,1,1,7,18,91,211,3,3,1,6,0,2
0.783302,1,1,1,85,12,110,543,25,25,8,20,0,0
5.619447,1,1,1,130,18,29,510,19,19,6,26,1,0
6.25605,1,1,1,118,17,99,451,16,16,7,17,1,0
5.405632,1,1,1,145,7,132,468,25,25,8,20,0,2
6.201422,1,1,1,73,21,127,590,22,22,16,30,1,0
0.081707,1,1,1,25,1,152,386,3,3,1,6,0,0
4.715982,1,1,1,99,17,94,175,27,27,2,33,0,0
2.035768,1,1,1,7,18,226,49,10,10,0,12,0,0
7.34101,1,1,1,168,23,172,452,16,16,7,17,1,0
7.233435,1,1,1,83,12,135,633,28,28,15,34,0,0
1.927158,1,1,1,40,2,18,350,2,2,16,1,0,0
5.172831,1,1,1,115,18,208,317,23,23,13,31,1,0
5.062962,1,1,1,179,1,123,542,16,16,7,17,1,0
3.212649,1,1,1,120,20,12,165,16,16,7,17,1,0
5.018728,1,1,1,29,9,191,352,17,17,7,19,1,0
1.088707,1,1,1,54,8,161,472,16,16,7,17,0,0
5.494041,1,1,1,102,23,202,574,10,10,0,12,0,0
2.024913,1,1,1,84,12,40,632,7,7,9,0,1,2
2.658824,1,1,1,45,2,142,84,23,23,13,31,1,0
3.713869,1,1,1,103,9,200,737,6,6,4,14,0,0
3.85601,1,1,1,123,10,231,360,9,9,11,10,0,0
4.833224,1,1,1,126,14,95,508,19,19,6,26,1,0
0.198267,1,1,1,79,19,136,20,11,11,3,13,0,0
0.492348,1,1,1,170,17,221,296,20,20,10,11,1,2
5.520648,1,1,1,47,19,133,731,6,6,4,14,0,0
2.704033,1,1,1,164,22,242,37,10,10,0,12,0,0
2.648437,1,1,1,166,7,147,505,16,16,7,17,0,0
2.628649,1,1,1,9,11,42,269,7,7,9,0,1,2
1.030576,1,1,1,77,3,79,81,6,6,4,14,1,0
-1.343722,1,1,1,114,15,174,454,16,16,7,17,0,0
3.194101,1,1,1,139,16,98,561,12,12,5,4,0,2
4.28134,1,1,1,57,16,111,240,6,6,4,14,1,0
4.953258,1,1,1,52,4,73,393,13,13,5,8,1,2
4.259103,1,1,1,45,2,142,394,26,26,14,25,1,0
3.207335,1,1,1,64,11,85,533,25,25,8,20,1,2
2.996589,1,1,1,97,9,121,242,6,6,4,14,0,0
5.058467,1,1,1,61,9,192,557,22,22,16,30,0,0
0.893071,1,1,1,40,2,18,419,3,3,1,6,0,2
1.976797,1,1,1,43,5,47,17,26,26,14,25,0,0
0.633996,1,1,1,183,18,13,792,15,15,2,16,0,0
4.121577,1,1,1,83,12,151,336,8,8,0,29,1,0
1.183597,1,1,1,57,16,111,109,30,30,6,2,1,2
-1.873156,1,1,1,24,1,3,286,5,5,9,23,1,2
6.890732,1,1,1,123,10,160,625,6,6,4,14,1,0
3.712705,1,1,1,108,10,146,33,1,1,5,21,1,2
2.535497,1,1,1,122,6,164,62,6,6,4,14,0,0
5.33412,1,1,1,18,7,83,533,25,25,8,20,1,2
1.567351,1,1,1,11,10,228,572,20,20,10,27,1,2
0.70823,1,1,1,79,19,212,491,25,25,8,20,0,2
4.307791,0,1,0,20,3,6,789,3,3,1,6,1,0
1.135712,1,1,1,48,7,162,354,1,1,5,22,1,2
5.051929,1,1,1,130,18,29,230,23,23,13,31,0,0
4.207051,1,1,0,127,18,7,310,20,20,10,27,1,2
3.729226,1,1,1,34,3,32,297,12,12,5,4,1,2
2.758196,1,0,1,85,12,110,271,15,15,2,16,0,0
2.902245,1,1,1,60,3,193,545,20,20,10,27,1,2
0.160411,1,1,1,7,18,226,636,1,1,5,21,1,2
1.314894,1,1,1,138,22,113,706,7,7,9,0,1,2
3.15197,1,1,1,127,18,213,728,22,22,16,30,0,0
6.260098,1,1,1,67,4,100,740,2,2,16,1,0,0
2.335664,1,1,1,183,18,13,192,11,11,3,13,0,0
2.429794,1,1,1,41,2,185,8,11,11,3,13,1,0
6.039411,1,1,1,30,5,106,731,6,6,4,14,0,0
3.401263,1,1,1,115,18,206,544,25,25,8,20,0,0
2.415473,1,1,0,20,3,6,133,9,9,11,10,0,0
3.546459,1,1,1,31,5,120,159,3,3,1,6,1,0
3.861899,1,1,1,146,6,72,580,22,22,16,30,0,0
4.866305,1,1,1,52,4,73,742,8,8,0,29,0,0
1.005825,1,1,1,96,4,55,161,20,20,10,23,0,1
-4.191315,1,1,1,98,16,77,664,27,27,2,33,1,0
-1.925322,1,1,1,143,19,137,269,7,7,9,0,1,2
-1.820321,1,1,1,129,18,66,269,7,7,9,0,1,2
-0.157292,1,1,1,111,18,24,392,4,4,16,7,0,0
-2.042948,1,1,1,148,16,65,600,23,23,13,31,1,0
2.601856,1,1,1,54,8,104,263,26,26,14,25,1,0
3.197772,1,1,1,162,16,130,464,30,30,7,18,0,2
1.878757,1,1,1,103,9,200,553,27,27,2,33,1,0
4.453565,1,1,1,83,12,135,704,6,6,4,14,1,0
3.626355,1,1,1,171,19,143,457,16,16,7,17,0,0
6.210948,1,1,1,29,9,63,140,9,9,11,10,1,0
5.444622,1,1,1,102,23,155,775,24,24,16,32,0,0
3.630561,1,1,1,137,4,101,440,11,11,3,13,1,0
-0.885212,1,1,1,79,19,212,606,10,10,0,12,1,0
-2.30781,1,1,1,37,20,204,249,27,27,2,33,0,0
4.680214,1,1,1,161,10,37,42,1,1,5,22,1,2
1.134476,1,1,1,177,2,140,64,15,15,2,16,0,0
-3.042313,1,1,1,42,2,51,751,27,27,2,33,0,0
2.22968,1,1,1,42,2,52,54,3,3,1,6,1,0
2.779578,1,1,1,11,10,22,220,29,29,16,9,0,0
-4.77355,1,1,0,117,14,67,111,25,25,8,20,1,0
3.950214,1,1,1,164,22,242,109,30,30,6,2,1,2
-1.137643,1,1,1,32,5,16,714,1,1,5,21,1,2
5.30381,1,1,1,29,9,171,613,23,23,13,31,0,0
3.906328,1,1,1,69,20,15,327,30,30,16,30,1,0
-2.638705,1,1,1,129,18,66,415,1,1,5,21,1,2
5.538065,1,1,1,127,18,7,473,25,25,8,20,1,0
6.225752,1,1,1,164,22,144,292,14,14,11,10,1,0
0.82573,1,1,1,169,10,214,713,1,1,5,22,0,2
3.232855,1,1,1,146,6,72,220,29,29,16,9,0,0
5.63251,1,1,1,155,16,109,698,15,15,2,16,1,0
4.471046,1,1,1,87,17,112,91,13,13,5,8,0,2
4.476673,1,1,1,137,4,101,473,25,25,8,20,1,0
5.20315,0,1,1,48,7,215,127,9,9,11,10,0,0
2.673824,1,1,1,11,10,227,690,27,27,2,33,1,2
5.323533,1,1,1,51,10,150,113,26,26,14,25,0,0
2.830199,1,1,1,62,9,76,629,17,17,7,19,1,0
6.252024,1,1,1,101,1,20,20,11,11,3,13,0,0
5.601096,1,1,1,164,22,144,532,16,16,7,17,1,0
